ID,Mobil01,Mobil02,Mobil03,Mobil04,Mobil05,Mobil06,Mobil07,Mobil08,Mobil09,Mobil10,Mobil11,Mobil12,Mobil13,Mobil14,Mobil15,Mobil16,Mobil17,Mobil18,Mobil19,Mobil20,Mobil21,Mobil22,Mobil23,Mobil24,Mobil25,Mobil26,Mobil27
31320656,2,3,4,3,4,5,3,5,3,2,5,3,4,4,3,3,3,5,4,4,4,3,5,5,2,4,4
31320685,3,3,6,6,3,4,3,3,5,1,1,1,3,2,4,4,3,1,5,3,6,3,5,4,2,5,1
31320733,6,6,3,3,6,4,4,3,3,6,3,6,6,6,6,4,3,4,5,4,4,3,6,4,6,5,5
31320757,6,4,3,4,4,2,4,2,5,6,2,1,4,2,4,3,2,2,4,4,4,2,4,4,1,4,3
31320758,2,4,2,4,2,3,3,2,4,6,2,1,6,6,6,2,6,2,5,4,3,1,4,4,3,3,3
31320760,4,2,2,5,5,2,4,2,4,6,2,1,5,2,4,2,3,2,5,2,4,2,5,4,2,4,3
31320887,4,3,3,5,4,3,4,2,5,3,4,3,5,4,4,5,4,2,4,1,4,4,5,3,2,3,4
31320888,6,6,6,4,4,6,2,2,3,3,3,1,2,2,3,2,1,2,3,4,6,3,3,4,-1,4,4
31321173,4,5,4,5,4,2,4,2,4,4,5,1,4,2,4,4,5,2,4,4,1,4,4,4,2,4,3
31321208,3,4,4,4,2,2,4,2,5,4,5,2,5,4,4,3,5,3,5,5,3,2,5,5,1,1,1
31321431,5,3,3,2,2,1,5,1,5,4,5,5,5,5,4,5,5,1,5,4,3,1,3,1,1,5,3
31321463,6,6,6,6,4,4,4,2,4,6,4,1,3,2,5,4,3,2,4,6,6,3,6,4,1,3,2
31321476,6,6,4,3,4,3,4,3,4,6,2,1,2,2,3,4,2,2,4,4,3,2,6,4,6,4,4
31321487,4,-1,4,6,6,4,4,2,4,6,2,6,6,6,6,2,4,2,5,5,4,2,4,4,-1,4,4
31321488,5,2,5,3,3,5,5,1,5,1,2,1,1,1,1,1,3,1,5,5,2,1,4,5,1,5,4
31321500,3,3,3,4,3,3,3,3,3,3,3,2,3,3,3,3,3,3,5,3,3,3,3,3,2,3,3
31321523,5,2,4,6,5,4,5,2,6,6,4,2,5,4,3,5,3,2,5,1,4,1,3,4,1,4,5
31321589,5,1,2,4,3,2,4,2,3,6,4,3,4,2,5,4,2,2,4,1,4,2,5,4,3,1,1
31321590,5,1,2,4,3,2,4,2,3,6,4,3,4,2,5,4,2,2,4,1,4,2,5,4,3,1,1
31321592,4,2,4,5,3,4,4,2,4,3,3,1,2,2,5,4,2,3,5,4,4,2,4,4,1,2,2
32710154,3,3,5,3,5,3,4,1,4,1,4,1,3,4,4,2,3,2,5,5,3,1,5,5,1,4,1
32710159,4,2,2,4,3,5,5,2,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,2,3,3
32710161,5,6,6,3,6,5,5,6,5,6,6,2,5,3,3,6,6,6,6,6,6,3,3,2,4,6,6
32710183,4,3,4,5,3,3,4,4,4,3,4,2,4,3,3,3,3,4,4,4,4,3,4,3,2,4,2
39010058,2,3,3,6,1,5,5,4,6,6,1,6,6,6,6,4,3,4,4,4,3,4,2,4,1,4,1
39010095,4,2,3,4,3,2,4,2,4,6,4,2,5,3,3,4,4,2,4,6,6,4,5,4,1,1,4
39010096,5,2,3,4,3,2,4,2,4,6,4,2,5,3,3,4,4,2,4,6,6,4,5,4,1,1,4
39010097,5,3,4,5,1,3,4,3,5,1,2,2,4,2,4,3,3,1,5,5,5,3,4,5,1,5,4
39010115,3,2,3,5,4,3,4,1,4,2,2,1,6,2,2,4,2,4,4,2,2,1,2,4,1,4,4
39010116,3,2,3,5,4,3,4,1,4,2,2,1,6,2,2,4,2,4,4,2,2,1,2,4,1,4,4
39020001,2,3,2,1,4,2,2,3,3,3,4,3,4,4,1,2,2,3,5,4,2,2,5,4,1,5,4
39020134,4,3,5,3,3,5,4,2,5,3,2,1,3,3,3,3,3,4,5,4,2,1,4,5,1,5,5
39020173,4,3,3,4,4,2,4,2,5,2,2,3,4,3,4,4,5,3,5,3,4,5,5,4,2,3,3
39020209,3,5,2,5,2,5,3,3,5,1,2,5,5,2,5,5,3,5,4,2,3,1,5,4,1,4,4
39020293,4,1,3,5,1,4,4,1,3,1,1,3,5,5,4,4,4,2,4,3,3,1,3,3,3,3,3
39110096,4,3,3,4,4,4,4,2,4,3,3,3,4,2,4,3,3,2,4,3,2,3,4,4,2,4,4
39110220,6,6,5,6,3,6,5,3,6,6,2,3,5,6,3,3,3,3,5,5,3,4,6,2,6,5,4
39110243,4,3,3,4,3,1,3,2,4,6,3,2,4,3,4,2,2,2,5,4,4,1,5,4,2,4,3
39110257,3,2,2,4,3,3,2,2,4,4,4,2,4,4,2,4,4,2,4,4,4,2,4,4,2,4,4
39110258,3,2,2,4,3,3,2,2,4,4,4,2,4,4,3,4,4,2,4,4,4,2,4,4,2,4,4
39110281,6,3,5,4,4,2,2,1,5,1,1,1,4,2,5,4,2,4,4,2,4,2,4,5,1,4,3
39110409,4,3,3,4,4,4,4,2,4,6,5,1,4,3,4,3,3,4,6,3,6,6,4,3,6,6,1
39110423,6,1,3,5,3,3,5,2,5,2,2,2,5,4,5,5,3,1,5,2,3,3,1,5,1,3,3
39110438,4,3,4,5,5,1,4,2,3,1,4,2,5,1,5,4,1,5,5,2,2,4,5,5,1,1,1
39110449,2,2,3,4,3,4,4,2,4,6,4,6,6,2,6,3,3,2,4,4,4,3,4,4,4,2,2
39110450,3,6,3,4,2,4,4,2,4,6,4,2,4,2,4,3,4,3,3,2,4,3,2,6,2,4,2
39110459,5,1,5,5,5,5,5,1,5,1,5,1,5,3,3,1,5,1,5,5,5,1,5,5,3,3,3
39110471,5,1,4,5,5,1,5,1,5,1,4,2,5,2,4,4,2,2,4,3,3,4,4,4,1,5,4
39110605,4,4,4,3,3,4,4,3,3,2,2,1,4,2,4,3,2,2,5,3,4,2,4,3,2,4,3
39110675,4,1,3,4,5,3,4,1,5,2,2,1,4,4,4,4,2,2,4,2,4,4,4,4,4,4,2
39110781,3,3,3,4,3,3,4,3,4,6,3,2,4,3,3,4,3,3,4,6,2,3,4,3,3,4,4
39110815,5,1,4,5,3,2,5,2,5,1,4,1,5,2,5,4,2,3,5,2,2,4,5,4,2,4,5
39110816,4,3,4,5,4,4,5,1,5,6,3,1,3,2,5,4,4,1,5,2,5,2,5,5,3,4,4
39110969,4,2,4,5,4,5,4,2,3,2,2,3,4,2,4,3,3,4,5,4,3,3,5,5,2,5,4
39110970,4,2,4,5,4,5,4,2,3,2,2,3,4,2,4,3,3,4,5,4,3,3,5,5,2,5,4
39110987,2,2,2,4,3,4,4,3,4,6,4,2,4,4,4,4,4,2,4,3,1,4,5,4,1,2,3
39110995,4,6,4,6,4,2,4,2,4,2,2,1,3,2,4,2,1,4,5,4,2,1,5,5,2,4,3
39111246,6,5,4,3,4,5,5,2,4,3,2,3,3,2,3,4,5,2,4,4,5,2,1,2,6,5,4
39111287,5,3,4,5,4,5,4,3,5,3,4,1,5,6,5,4,3,2,4,1,6,4,4,4,2,4,4
39111325,4,-1,3,3,4,3,4,2,-1,3,4,2,3,3,4,3,3,2,4,4,4,4,4,4,3,3,3
39111355,4,2,2,5,3,2,4,1,2,2,2,2,4,4,3,3,2,2,4,2,3,4,5,3,2,2,2
39111356,6,6,6,4,3,4,2,3,2,1,2,2,4,3,4,3,1,1,5,4,2,2,4,4,2,4,3
39111360,5,1,1,4,1,5,2,2,5,3,2,3,6,6,6,4,1,2,5,5,4,4,2,4,4,4,3
39120013,3,4,4,6,6,5,4,3,5,6,5,3,3,2,3,3,4,4,4,3,3,3,4,5,3,3,2
39120015,4,2,3,5,2,3,4,2,4,2,4,1,4,5,4,3,3,2,4,3,4,4,5,3,2,3,4
39120016,3,4,2,5,2,5,5,4,6,2,4,2,5,5,3,2,4,2,2,6,4,2,4,6,2,6,4
39120150,6,6,3,6,6,3,4,6,4,6,3,3,4,3,4,3,6,3,3,4,6,3,3,4,6,3,6
39120197,3,2,1,5,3,2,4,1,3,3,5,4,5,2,4,4,4,1,4,4,2,1,5,5,3,5,5
39120198,3,4,5,1,1,1,5,1,3,1,1,1,1,1,1,2,1,3,1,5,1,1,5,5,1,5,4
39120245,4,2,3,5,1,1,5,1,5,4,3,1,4,2,4,3,4,1,5,5,3,2,5,5,2,4,3
39120246,6,2,4,4,1,2,4,1,4,4,4,1,4,3,3,3,4,1,5,3,4,1,5,5,2,4,3
39120250,6,6,6,4,4,3,4,3,3,4,5,1,3,3,4,5,-1,3,2,1,4,2,6,4,1,4,3
39120364,3,3,4,1,3,5,5,3,3,6,3,4,5,3,3,3,3,2,5,3,3,2,5,4,3,4,6
39120372,4,3,3,4,3,2,4,2,4,3,4,2,4,4,4,2,4,2,5,4,4,2,5,5,2,5,4
39120424,3,2,3,5,4,1,4,1,3,2,4,1,5,4,3,4,3,3,4,4,3,3,4,4,3,4,2
39120435,6,2,3,3,3,4,3,2,3,6,5,6,6,6,6,3,3,3,3,4,5,4,6,3,6,4,5
39120436,6,-1,4,4,4,5,4,3,4,6,5,6,6,6,6,3,3,3,3,4,5,4,6,3,6,4,5
39120457,3,3,1,5,6,5,5,1,5,1,5,1,5,1,5,1,5,3,5,4,6,4,5,6,1,4,4
39120458,4,2,3,5,4,4,4,1,4,6,4,3,5,4,5,3,2,1,5,6,2,2,5,4,2,4,2
39120497,4,4,4,5,4,4,4,2,5,2,4,1,4,2,4,2,4,4,4,4,4,4,3,4,4,4,4
39120509,3,2,4,2,4,2,4,1,4,1,1,3,4,3,4,4,2,4,5,4,2,1,5,4,1,4,3
39120519,3,3,2,3,3,3,5,5,1,4,4,4,5,5,2,5,3,3,3,3,4,2,3,3,5,4,3
39120559,4,4,3,4,4,3,5,5,5,4,3,3,4,3,3,3,3,3,4,4,3,3,5,5,4,5,4
39120999,5,4,3,5,5,3,4,2,4,1,3,2,5,2,5,2,2,1,5,3,4,1,5,5,1,5,5
42270003,6,3,3,5,6,5,5,2,5,2,5,1,5,4,5,5,2,5,5,5,5,5,5,3,3,4,5
42270004,6,3,3,5,6,5,5,2,5,2,5,1,5,4,5,5,2,5,5,4,4,4,4,3,3,4,5
42270007,4,5,4,6,5,3,6,3,4,6,5,3,5,4,5,4,5,1,5,5,6,4,5,3,6,5,5
42270059,4,2,3,4,6,3,3,2,4,6,4,3,5,3,3,3,3,2,2,6,4,3,4,3,3,3,4
42270121,4,2,6,6,2,2,2,2,4,6,2,2,2,2,2,2,2,4,4,2,2,4,4,4,1,2,4
42270136,4,3,3,4,3,2,4,4,3,3,5,1,5,5,5,3,4,3,6,3,4,4,5,2,1,3,3
42270163,4,2,1,5,2,1,4,2,4,6,4,2,4,2,2,2,2,2,3,4,2,2,4,2,1,3,2
42270192,5,3,4,5,4,4,3,2,5,2,4,1,5,5,5,3,3,3,4,5,3,3,4,4,1,3,3
42270209,4,4,6,5,1,4,4,1,3,3,2,3,5,5,2,2,2,2,5,2,5,1,5,1,1,1,2
42270214,4,4,3,6,3,3,4,1,4,6,4,1,4,2,4,4,2,3,4,4,2,2,5,4,4,1,2
42270228,4,3,3,4,4,4,4,3,3,3,4,1,4,4,4,3,4,3,3,3,4,2,4,4,2,4,3
42270251,3,3,3,6,5,4,4,6,5,3,3,6,6,6,6,6,6,4,4,4,4,6,6,5,6,5,5
42270264,3,3,3,5,4,4,3,4,4,3,4,3,4,3,4,4,4,4,2,2,2,4,2,2,2,3,3
42270323,3,6,6,4,4,4,4,2,4,2,3,2,3,2,3,2,2,2,3,2,2,2,5,5,1,2,2
42270350,5,2,3,5,4,3,4,4,2,3,4,2,5,4,4,4,2,2,5,2,1,1,4,4,1,3,2
42270540,4,2,6,6,2,5,4,2,4,2,4,2,4,4,4,3,3,2,2,6,4,3,4,2,1,6,2
42270610,4,2,3,5,4,5,4,5,4,3,4,2,5,4,4,5,3,2,5,2,4,3,5,4,3,2,3
42270623,3,3,1,5,2,5,5,4,6,2,4,3,4,4,3,5,6,5,4,2,4,2,4,6,2,5,4
42270631,4,3,6,6,6,3,4,2,6,6,2,1,2,3,5,2,2,2,5,4,3,2,4,4,1,3,3
42270632,4,3,6,6,6,3,4,2,6,6,2,1,2,3,5,2,2,2,5,4,3,2,4,4,1,3,3
42270747,4,4,5,5,3,4,3,2,6,4,4,1,4,3,3,2,4,3,4,5,2,4,4,1,1,2,3
42270851,6,2,4,5,4,2,4,2,4,6,2,2,5,4,5,2,4,3,2,4,3,4,5,5,1,4,4
42270878,4,4,4,4,4,3,3,3,4,5,5,3,5,4,4,4,4,3,3,2,3,3,3,5,3,3,4
42270907,4,2,2,4,1,1,1,2,2,5,4,3,5,3,3,5,3,2,4,6,4,1,5,2,1,6,6
42270908,6,6,6,3,6,3,4,4,3,3,4,3,5,5,2,5,3,3,3,6,6,6,5,3,1,6,6
42270911,1,5,1,5,4,5,4,3,3,2,4,4,5,4,5,4,4,2,4,3,3,3,5,4,2,1,1
42270912,2,4,4,5,3,2,4,3,3,2,4,2,5,4,5,4,4,2,4,5,4,3,5,4,2,1,2
42270974,4,3,4,5,2,2,4,1,4,2,4,2,5,4,3,2,2,4,5,5,5,4,4,2,2,4,2
42270995,4,2,4,5,4,2,4,1,5,1,1,2,5,3,5,3,3,2,4,4,2,2,5,5,2,4,4
42270996,4,2,4,5,2,2,4,3,3,4,4,1,3,2,5,4,3,5,4,4,2,3,3,3,1,4,4
42271015,4,4,4,4,5,3,1,3,5,2,4,6,5,2,3,3,5,5,3,5,3,3,3,5,1,5,5
42271065,4,3,2,4,4,3,4,3,4,3,4,3,4,4,3,4,4,3,2,2,3,4,4,2,2,3,4
42271066,4,3,2,4,4,3,4,3,4,3,4,3,4,4,3,4,4,3,2,2,3,4,4,2,2,3,4
42271067,5,1,5,6,1,3,5,4,6,6,6,3,5,5,6,3,6,1,5,1,5,1,4,1,1,1,3
42271092,3,4,6,5,4,4,4,2,3,6,4,5,5,4,5,5,4,4,3,4,2,2,5,5,1,1,4
42271140,4,5,5,4,4,4,4,6,3,6,4,3,5,2,6,6,4,6,5,5,5,2,6,5,1,5,5
42271144,3,6,4,6,6,3,3,3,3,6,4,1,6,6,6,3,6,1,4,4,3,5,4,5,6,4,4
42271145,4,3,4,3,4,4,4,3,4,6,5,3,3,3,3,4,3,3,5,3,2,2,4,4,1,3,3
42271162,4,4,5,5,3,5,5,3,4,3,4,5,4,3,4,1,2,2,5,5,5,3,1,5,3,5,5
42271192,3,4,3,5,4,4,5,3,4,2,3,1,5,4,5,2,4,2,5,4,4,2,4,2,1,3,3
42271243,2,2,3,5,4,4,4,3,3,3,4,5,3,3,5,4,4,3,3,4,2,3,5,4,4,3,3
42271271,4,4,3,4,4,4,4,3,4,6,5,3,4,3,4,4,5,5,1,1,4,4,1,3,1,3,3
42271272,6,2,3,3,4,4,2,2,4,3,4,3,3,3,2,3,3,3,4,4,3,3,4,4,2,4,3
42271337,6,6,4,4,4,6,4,3,4,6,4,3,4,3,4,3,6,3,5,4,6,3,4,3,2,3,2
42271394,5,5,5,5,1,5,5,1,1,6,3,6,5,5,5,5,5,6,6,6,6,1,6,6,1,6,6
42271395,2,5,2,4,4,4,2,2,4,4,5,1,4,2,5,5,4,2,5,5,3,2,5,4,1,3,4
42271422,5,3,4,4,1,5,5,5,4,3,5,5,5,4,3,5,5,3,1,1,3,3,3,2,2,3,5
42271423,6,6,6,4,4,3,4,1,4,6,2,1,4,2,4,3,2,4,4,3,4,3,4,4,1,3,1
42271424,6,6,6,4,4,3,4,1,4,6,2,1,4,2,3,3,2,4,4,3,4,3,4,4,1,3,1
42280033,6,6,3,5,4,4,4,2,5,6,4,3,5,4,4,2,2,2,5,4,3,2,4,4,1,4,3
42280034,6,6,3,5,4,4,4,2,5,6,4,3,5,4,4,2,2,2,5,4,3,2,4,4,1,4,3
42280110,5,1,3,4,1,3,5,1,5,6,2,3,6,2,4,3,1,1,5,3,5,3,4,5,3,1,3
42280200,4,2,2,4,2,4,4,3,2,4,4,2,4,2,4,2,4,4,2,6,2,4,4,4,2,4,4
42280217,6,6,6,4,4,3,3,4,4,2,4,6,6,6,4,4,4,2,2,6,3,2,4,3,1,4,3
42280258,4,1,5,5,4,4,4,1,5,3,3,1,4,2,5,4,3,1,5,5,5,4,4,4,1,2,4
42280369,3,4,4,6,3,3,5,2,5,4,3,1,6,6,6,4,6,2,5,5,1,1,5,-1,1,3,4
42280370,3,4,4,6,3,3,5,2,5,4,3,1,6,6,6,4,6,2,5,5,1,1,5,-1,1,3,4
42280430,1,5,1,5,5,5,1,1,2,4,4,1,5,4,5,5,4,4,5,5,2,3,1,5,1,4,3
42280523,3,6,6,1,1,5,5,2,6,4,4,1,4,4,2,1,5,2,3,4,1,3,4,2,1,4,5
42280539,3,2,4,4,3,3,4,3,4,2,4,2,5,2,4,2,4,3,4,4,3,3,4,4,1,1,2
42280540,4,3,3,5,2,3,4,2,4,6,4,4,6,3,4,2,4,3,4,5,5,2,5,4,3,6,2
42280588,3,5,1,5,1,1,1,1,5,1,1,1,5,1,5,1,1,1,5,5,1,1,5,5,1,5,5
42280650,3,2,4,5,5,2,3,2,4,4,4,1,3,1,5,2,3,2,4,4,3,1,5,4,2,2,2
42280695,3,3,4,5,3,3,4,1,5,6,3,1,6,1,5,2,1,3,4,4,4,2,3,5,4,4,4
42330479,3,3,3,4,3,3,4,2,4,6,4,2,4,3,3,3,4,3,4,3,2,3,4,3,4,4,3
42340021,5,3,3,2,3,1,5,3,4,1,2,1,5,3,3,4,4,2,6,6,3,6,3,6,1,4,5
42340104,4,2,3,3,5,3,4,2,4,2,4,2,3,3,4,2,2,3,5,3,3,3,5,4,1,3,4
42340125,4,3,3,5,4,4,4,1,4,1,4,-1,3,3,3,6,6,3,3,3,3,4,4,6,6,4,3
42340126,4,3,3,5,4,4,4,1,4,1,4,-1,3,3,3,6,6,3,3,3,3,4,4,6,6,4,3
42340129,4,4,4,4,2,5,4,2,3,2,4,2,4,3,2,4,4,2,4,2,4,2,2,2,2,2,4
42340130,4,4,4,4,2,5,4,2,3,4,4,2,4,3,2,-1,4,2,4,-1,4,2,2,2,2,2,4
42340221,1,4,3,4,1,5,5,3,4,3,5,3,5,4,3,2,3,3,4,3,3,3,5,3,3,5,4
42340223,3,-1,4,5,4,5,5,3,5,6,4,1,5,3,5,4,4,3,2,1,3,2,2,4,1,5,3
42340325,5,2,3,5,3,5,2,5,4,6,5,1,5,5,5,5,3,1,4,2,1,5,5,4,1,4,4
42340373,6,6,6,6,6,4,4,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,6,6,6,6,6
42340423,3,4,4,5,4,2,4,1,5,6,4,2,4,4,4,3,4,3,4,4,3,2,5,5,1,4,4
44630015,4,3,5,5,2,2,5,2,4,1,4,2,4,3,4,3,4,2,5,4,4,2,5,5,1,4,2
44630037,4,2,3,5,3,4,4,3,2,3,4,3,5,4,4,5,4,2,3,3,3,2,5,4,3,2,1
44630038,5,2,4,5,2,2,4,2,4,2,4,3,5,4,5,5,4,2,3,2,2,2,2,3,1,3,5
44630160,5,2,4,4,4,3,4,1,5,1,5,3,5,4,5,2,4,1,5,4,5,1,4,4,1,3,4
44630231,3,4,4,4,6,5,4,2,4,6,3,6,6,6,6,4,3,2,5,5,5,3,5,5,1,4,3
44630249,2,4,1,5,5,5,4,1,5,6,5,1,4,2,5,5,5,5,4,3,1,5,5,5,1,1,4
44630329,6,6,4,4,3,4,4,5,4,6,4,3,5,4,3,4,3,3,4,6,3,2,4,2,2,1,3
44630344,4,3,4,5,3,5,2,2,6,2,2,3,5,3,3,3,2,2,4,2,3,1,4,4,2,3,3
44630393,4,2,3,4,3,2,4,2,4,4,4,2,5,4,4,4,4,2,2,2,5,3,4,3,2,3,4
44630394,4,2,3,4,3,2,4,2,4,4,4,2,5,4,4,4,4,2,2,2,5,3,4,3,2,3,4
44630465,4,2,1,5,1,5,5,1,2,4,5,1,5,5,5,5,5,1,5,1,1,4,5,5,1,2,1
44630507,4,1,6,4,3,4,4,3,4,6,4,1,4,2,4,4,2,4,1,6,1,5,2,4,1,1,3
44630513,6,4,6,4,4,3,4,3,3,6,4,2,4,4,3,4,4,2,6,3,4,6,4,6,6,6,3
44630670,5,1,3,2,4,4,5,5,1,2,5,3,5,5,5,5,5,1,6,6,6,1,6,6,1,6,6
44630671,5,1,3,2,4,4,5,5,1,2,5,3,5,5,5,5,5,1,6,6,6,1,6,6,1,6,6
44640015,5,2,4,3,4,5,4,3,2,2,4,4,5,4,2,4,4,4,5,5,4,4,5,4,1,3,4
44640016,4,3,3,6,2,5,4,3,2,2,4,5,5,5,3,3,2,2,5,5,2,2,5,3,5,1,5
44640053,5,2,4,2,4,2,5,2,2,2,4,5,5,4,2,4,4,2,4,2,4,1,5,4,1,6,3
44640054,5,2,1,5,1,5,1,1,2,4,5,5,1,4,2,5,2,2,4,1,4,1,5,4,1,6,3
44640073,3,-1,3,4,5,1,3,1,3,1,2,1,3,2,5,3,3,1,5,3,4,-1,5,3,3,3,3
44640117,3,1,3,5,3,1,5,1,3,1,4,1,5,4,5,3,3,2,5,3,2,1,2,4,1,3,3
44640148,4,4,3,3,4,3,4,3,4,3,3,1,5,3,5,4,2,2,4,4,3,1,5,3,1,4,3
44640165,4,3,4,5,4,5,5,3,4,6,4,1,5,2,5,4,4,3,4,4,2,2,5,5,1,5,4
44640256,4,2,4,5,4,5,4,1,4,5,5,3,5,3,4,2,5,4,5,5,1,1,4,5,4,1,1
44640299,4,6,3,4,6,3,4,3,4,6,3,1,5,2,4,3,3,1,2,3,2,1,5,2,1,1,4
44640310,4,2,3,6,1,5,5,1,5,4,4,3,5,2,5,2,2,2,5,2,2,1,5,5,1,5,1
44640315,4,6,2,4,3,2,5,4,4,1,5,1,5,2,5,5,4,1,2,6,4,1,5,4,1,3,2
44640316,2,5,2,4,4,4,3,4,3,6,4,2,6,4,4,4,4,2,4,4,4,5,5,2,4,4,4
44640349,1,4,4,6,3,4,5,1,3,6,5,1,6,1,6,5,5,1,5,5,2,2,4,5,1,4,4
44640350,2,3,3,4,2,4,4,2,4,6,3,1,4,2,6,3,3,1,5,4,3,3,5,5,6,4,4
44640437,4,2,4,6,5,2,5,1,5,1,2,1,6,1,5,2,4,2,5,5,2,1,5,5,1,5,3
44640446,4,1,4,4,3,1,4,2,5,6,4,1,5,2,3,3,3,1,5,1,6,2,5,5,1,3,4
44640456,5,1,5,6,6,6,5,2,5,6,4,1,1,1,6,4,4,2,5,5,2,2,5,4,2,2,4
44640461,5,1,2,5,4,2,5,1,4,6,2,5,5,4,3,5,2,1,4,6,4,1,5,3,2,6,6
44640462,4,3,4,3,3,5,5,2,3,6,5,1,3,3,3,4,2,1,5,4,4,3,5,5,2,3,3
44640508,1,4,3,5,3,4,4,2,3,2,2,3,5,4,5,3,5,4,4,2,2,4,5,3,2,1,3
44640515,3,6,6,5,4,2,3,2,4,3,5,1,4,2,4,3,3,4,3,3,2,3,4,4,1,3,4
44640516,1,5,2,5,5,2,5,3,1,3,5,1,5,4,3,5,3,1,5,4,2,4,5,4,2,4,3
44640542,3,2,4,2,4,5,4,3,3,3,4,1,1,1,3,2,3,3,2,3,4,2,4,4,1,3,3
44640637,2,4,1,3,6,5,5,4,5,6,5,3,5,5,3,5,6,4,4,6,6,5,5,2,2,1,5
44640655,5,3,4,3,3,2,5,3,4,1,5,1,4,3,4,2,5,1,4,5,3,1,5,3,1,1,3
44670012,2,4,4,5,4,3,4,2,2,6,4,2,5,4,5,4,4,2,6,6,2,2,4,2,2,6,2
44670067,4,2,4,4,5,6,4,2,5,2,4,1,4,2,4,2,5,2,5,4,3,4,4,5,1,3,5
44670080,5,1,5,4,4,1,4,1,5,1,2,1,2,2,5,5,2,2,5,5,6,1,4,5,1,5,5
44670195,4,5,4,5,4,4,4,4,5,4,4,3,4,4,5,4,4,4,4,2,2,4,3,3,5,4,5
44670196,4,5,4,5,4,4,4,4,5,3,4,3,4,4,5,5,4,4,4,2,2,4,3,3,5,4,5
44670197,5,5,1,5,1,4,2,2,5,6,4,2,5,4,4,4,4,2,4,4,1,1,5,5,1,1,4
44670208,3,4,4,3,3,2,4,2,4,3,3,1,3,3,3,3,4,2,5,4,3,1,4,5,1,5,5
44670291,4,4,2,4,1,2,5,2,4,3,4,2,5,4,3,3,3,2,4,6,3,2,4,4,1,6,4
44670292,5,3,2,5,2,4,3,2,4,1,5,2,4,3,4,4,4,4,4,2,4,3,4,3,2,2,2
44670347,2,4,2,5,2,5,4,4,2,6,3,1,4,4,4,4,6,3,2,-1,-1,-1,-1,-1,-1,-1,-1
44670377,5,2,5,5,5,1,5,2,2,4,4,1,5,2,5,1,5,3,4,5,3,5,5,5,1,5,3
44670378,4,4,4,5,4,2,4,5,4,6,5,3,5,2,3,4,4,3,4,5,2,2,4,4,1,4,4
44670387,4,4,-1,3,4,3,3,2,3,6,5,3,5,4,4,3,5,5,4,3,3,2,3,6,1,2,5
44670437,4,4,2,4,4,4,4,3,4,3,5,3,4,3,4,4,4,2,4,3,3,3,4,4,2,3,4
44670441,2,4,2,5,4,4,4,2,5,2,2,1,5,2,4,2,4,2,5,5,2,4,5,5,1,4,2
44670522,3,2,2,4,6,3,4,3,3,4,4,2,4,3,3,3,2,3,3,2,3,4,4,2,3,4,3
44690019,6,6,6,4,4,5,5,2,5,1,5,2,4,4,4,2,2,2,5,4,6,1,5,4,1,4,3
44690034,4,3,5,4,6,5,5,4,6,2,3,1,6,6,6,6,6,2,5,5,5,2,5,5,4,5,4
44690050,3,4,3,3,3,4,4,5,4,3,3,5,5,5,3,4,4,4,2,1,6,1,6,1,6,4,3
44690111,4,3,3,5,4,3,3,2,2,-1,2,1,3,4,3,4,4,3,4,2,4,4,2,3,5,2,2
44690159,5,3,5,5,4,4,4,2,5,2,2,2,5,4,4,4,3,2,4,3,4,2,5,3,2,3,2
44690160,4,3,4,5,5,4,4,2,4,2,2,2,5,3,4,2,4,2,4,4,4,4,4,4,2,3,2
44690187,4,3,2,3,2,3,5,4,3,6,4,2,5,4,2,4,4,4,2,1,4,1,4,1,5,3,4
44690188,4,3,1,4,1,2,5,1,3,6,4,1,5,2,4,3,4,4,2,3,2,4,4,2,4,1,2
44690303,6,6,5,3,5,6,5,2,4,6,4,3,4,3,4,5,5,2,4,4,4,2,4,4,6,4,4
44690327,5,1,3,5,3,2,5,3,4,2,3,4,5,4,4,3,2,3,4,3,1,2,5,5,1,1,2
44690328,6,3,3,5,4,6,5,4,4,6,4,4,4,4,4,4,5,4,3,3,6,4,4,4,6,4,4
44692020,3,3,1,5,1,3,5,6,3,4,4,1,5,3,4,4,4,3,6,6,6,6,4,6,1,6,6
47120013,5,1,6,6,6,5,3,1,5,6,1,1,5,3,5,5,1,1,3,6,6,1,1,4,1,4,1
47120030,5,3,4,3,1,5,5,6,3,6,5,3,5,5,3,6,5,6,5,6,4,1,6,2,1,6,6
47120261,3,4,3,6,1,2,4,1,6,6,2,6,6,6,6,4,6,3,4,5,6,2,5,5,1,4,3
47120308,1,2,1,5,4,5,1,2,4,2,4,1,5,1,5,4,5,5,3,3,3,4,5,4,1,3,5
47120321,4,2,4,3,5,1,4,1,5,2,2,1,4,2,4,1,3,1,5,5,5,1,5,5,2,4,3
47120322,5,1,4,4,2,5,4,1,4,6,2,1,5,2,4,4,4,2,4,1,4,2,5,4,1,1,2
47120343,6,3,5,5,4,5,5,4,4,6,4,1,5,2,2,3,3,3,3,3,2,4,5,2,2,3,4
47120376,3,4,5,5,3,2,4,2,3,4,5,1,4,4,4,2,2,4,4,5,4,2,5,4,2,2,4
47120432,2,2,2,6,4,3,4,2,1,6,2,2,6,2,6,1,1,1,5,5,6,3,5,5,6,4,4
